1	1716949	2156208	maize1
1	2241280	2386360	maize1
1	2629741	2813698	maize1
1	2829272	3095604	maize1
1	3176195	4122304	maize1
1	4319270	4722156	maize1
1	4837363	6828781	maize1
1	6911485	8163959	maize1
1	8307916	10357993	maize1
1	10685266	12551935	maize1
1	12681538	13461890	maize1
1	13580832	13911218	maize1
1	14083233	15072442	maize1
1	15177453	16976701	maize1
1	16980086	17552647	maize1
1	17708434	18019397	maize1
1	18050693	20431706	maize1
1	21009580	22735677	maize1
1	22894164	23962482	maize1
1	24011307	25502197	maize1
1	25732075	26045497	maize1
1	26521064	28171835	maize1
1	28485437	30794005	maize1
1	31356122	33852910	maize1
1	34111389	34960071	maize1
1	35118009	35301761	maize1
1	35785321	36047347	maize1
1	36755328	37502382	maize1
1	37681829	38599723	maize1
1	38915936	39105021	maize1
1	39215787	39677832	maize1
1	39957851	40598896	maize1
1	40786895	42465770	maize1
1	42747601	43570488	maize1
1	43615431	44002766	maize1
1	44012354	44978009	maize1
1	45280971	46023660	maize1
1	46169996	47417985	maize1
1	47591591	49996330	maize1
1	50144321	50506710	maize1
1	51362499	51727525	maize1
1	51841604	54265438	maize1
1	54580826	56220313	maize1
1	56699686	57446657	maize1
1	57485572	59785665	maize1
1	59876808	61233075	maize1
1	61570195	62515794	maize1
1	63131010	65992797	maize1
1	66247509	69855488	maize1
1	70118962	70785582	maize1
1	70865549	72886619	maize1
1	73081606	80857403	maize1
1	80974794	82831156	maize1
1	83547348	88462581	maize1
1	88468588	91257991	maize1
1	91424878	92332966	maize1
1	92897377	94944828	maize1
1	95220245	100387952	maize1
1	100646859	102721486	maize1
1	103204412	105867687	maize1
1	107056365	108726921	maize1
1	109911650	113712270	maize1
1	114052875	114679668	maize1
1	119847575	123276181	maize1
1	123709274	126598830	maize1
1	136610641	140851070	maize1
1	141152014	142571028	maize1
1	143283682	143976269	maize1
1	148687621	151228803	maize1
1	152401175	159126811	maize1
1	162231820	166147695	maize1
1	166287752	168091398	maize1
1	168398650	169043887	maize1
1	169597066	172962291	maize1
1	173166014	175153915	maize1
1	175170717	182808463	maize1
1	184110319	184295832	maize1
1	184359897	185874748	maize1
1	185913708	186075037	maize1
1	186085375	186837505	maize1
1	188413793	190276757	maize1
1	190370489	190653460	maize1
1	191084581	192063299	maize1
1	192304227	196867784	maize1
1	196940224	198537863	maize1
1	198607057	199131577	maize1
1	199707996	200261705	maize1
1	200312546	203698905	maize1
1	203990363	204459636	maize1
1	204668605	206984924	maize1
1	207100332	207799623	maize1
1	207958511	209386709	maize1
1	209853285	217455034	maize1
1	217704330	219629525	maize1
1	219765232	222106935	maize1
1	222597501	224207189	maize1
1	224562588	224698683	maize1
1	225299905	227452715	maize1
1	227583279	229235906	maize1
1	229325100	229911303	maize1
1	230040014	230243807	maize1
1	230855156	231559488	maize1
1	231628009	232681377	maize1
1	232699141	233340663	maize1
1	233406542	234476976	maize1
1	234748713	235086714	maize1
1	235777042	238325447	maize1
1	238804766	239145149	maize1
1	239173068	241221897	maize1
1	241397579	244627092	maize1
1	244885545	245565894	maize1
1	245866175	248108464	maize1
1	248252925	248530474	maize1
1	248745469	250291819	maize1
1	250360119	253761080	maize1
1	254169868	257005594	maize1
1	257231747	260340132	maize1
1	261051611	262977344	maize1
1	263015409	264230469	maize1
1	264407010	265098144	maize1
1	265215850	266251551	maize1
1	267007474	268803230	maize1
1	269321435	269772812	maize1
1	269984080	272192279	maize1
1	272357514	274044707	maize1
1	274114767	275843284	maize1
1	275861984	278907250	maize1
1	279387136	279986128	maize1
1	280118708	280779776	maize1
1	281000326	281177023	maize1
1	281626478	282165718	maize1
1	282688550	283197199	maize1
1	283578833	284244325	maize1
1	284543779	285213912	maize1
1	285696958	291518811	maize1
1	291686300	293408082	maize1
1	293621002	294613401	maize1
1	294619553	296077610	maize1
1	296305074	297039845	maize1
1	297419206	298062452	maize1
1	298237733	298423227	maize1
1	298575017	298677414	maize1
1	298697294	301728296	maize1
1	302052397	302535266	maize1
1	302541141	305156325	maize1
1	305487725	305907784	maize1
1	306358306	306782270	maize1
10	1102210	1563865	maize1
10	1779809	2437161	maize1
10	3672358	7333100	maize1
10	7803204	11913543	maize1
10	12734668	13164919	maize1
10	13504313	15095573	maize1
10	17436680	18083799	maize1
10	18627249	19457462	maize1
10	22055844	22629648	maize1
10	22675075	23764733	maize1
10	25287483	30082820	maize1
10	30897430	39724658	maize1
10	41073648	49669976	maize1
10	51900674	54271062	maize1
10	55246454	55987933	maize1
10	58448599	58678869	maize1
10	59240906	70282741	maize1
10	70316001	75943773	maize1
10	76308588	77547497	maize1
10	78545529	80156645	maize1
10	80387042	83281757	maize1
10	83379728	84540640	maize1
10	84946645	88841839	maize1
10	90118057	90682399	maize1
10	91798115	93052538	maize2
10	93611538	95363687	maize2
10	95593033	96578104	maize2
10	99812333	101193709	maize2
10	101527885	102026271	maize2
10	102828219	104026586	maize2
10	105948908	106495370	maize2
10	107474521	108836440	maize2
10	108949287	110588077	maize2
10	110754063	112188695	maize2
10	112660150	120504686	maize2
10	120876293	121725606	maize2
10	121760737	123302153	maize2
10	123897010	126000706	maize2
10	126097062	128027240	maize2
10	128093125	128379412	maize2
10	128392064	130537248	maize2
10	130624548	131103640	maize2
10	131234294	131523433	maize2
10	131636266	134559240	maize2
10	134584674	135133971	maize2
10	135289036	135749995	maize2
10	135819762	136479997	maize2
10	136504374	136741892	maize2
10	137007591	138393985	maize2
10	138869367	140557061	maize2
10	140680972	142080624	maize2
10	142269137	143161453	maize2
10	143168763	143239309	maize2
10	143304255	143643726	maize2
10	143789881	144446296	maize2
10	144993181	145896309	maize2
10	145902092	146876808	maize2
10	147106136	147387360	maize2
10	147434233	147981964	maize2
10	148019407	148532455	maize2
10	148633857	149097057	maize2
10	149173108	149339899	maize2
10	149366118	150143038	maize2
10	150353707	150833705	maize2
2	360837	891914	maize1
2	957418	1264209	maize1
2	1334431	1537944	maize1
2	1672946	1804980	maize1
2	1912140	2221694	maize1
2	2262625	2804279	maize1
2	3080360	3559279	maize1
2	3602884	3771819	maize1
2	3826417	4231005	maize1
2	4325127	4663229	maize1
2	4813408	5777903	maize1
2	5814635	5993759	maize1
2	6132022	6155499	maize1
2	6311132	6550042	maize1
2	6642116	6896084	maize1
2	7538180	8147847	maize1
2	8681850	8988852	maize1
2	9075643	9094564	maize1
2	9322709	9772358	maize1
2	10129044	10185673	maize1
2	10495746	11646560	maize1
2	11998036	12238563	maize1
2	12302742	13195410	maize1
2	13572062	14183518	maize1
2	14306551	15061860	maize1
2	15130665	16821095	maize1
2	16960816	17683101	maize1
2	18319002	19020750	maize1
2	19087676	20017784	maize1
2	20250683	20711228	maize1
2	21197380	22170863	maize1
2	22579675	23485216	maize1
2	23563445	25239799	maize1
2	25538841	27115721	maize1
2	27520572	27782701	maize1
2	27987968	29562998	maize1
2	29747763	31747944	maize1
2	31841379	32540978	maize1
2	32735679	33099376	maize1
2	33332975	33778157	maize1
2	33958730	35308293	maize1
2	35387496	35782743	maize1
2	36000545	38343202	maize1
2	38418661	40259439	maize1
2	40366841	42343911	maize1
2	42587392	49809644	maize1
2	50140655	51778358	maize1
2	51956302	52010123	maize1
2	52666535	53856441	maize1
2	54272649	56539325	maize1
2	56647272	60626397	maize1
2	60919036	66529387	maize1
2	66900436	71037831	maize1
2	71575580	79495448	maize1
2	85448646	90015460	maize1
2	90578487	92988916	maize1
2	98333543	108535525	maize1
2	109327849	116605194	maize1
2	117089147	117757088	maize1
2	132349421	132743749	maize2
2	133580068	136266649	maize2
2	138479688	151850451	maize2
2	152198591	156442173	maize2
2	156927315	157736177	maize2
2	161143861	161593487	maize2
2	162402717	163003511	maize2
2	163081895	165786370	maize2
2	168642855	170959807	maize2
2	171077322	171219794	maize2
2	172034353	173049167	maize2
2	173758712	174389767	maize2
2	174870233	175511413	maize2
2	175580412	176339358	maize2
2	176956795	178664882	maize2
2	179323374	180967221	maize2
2	181044326	185589793	maize2
2	185947866	187200249	maize2
2	187446228	187837475	maize2
2	188128706	188849574	maize2
2	188910811	190479916	maize2
2	190557054	191461155	maize2
2	191755239	195798310	maize2
2	196158099	200745187	maize2
2	200830797	201279866	maize2
2	201767694	202669801	maize2
2	202742480	203321933	maize2
2	204036850	204611480	maize2
2	204611895	205443569	maize2
2	205688012	207719396	maize2
2	208246097	208856205	maize2
2	208880939	209330269	maize2
2	209342086	210098215	maize2
2	210162897	210499212	maize2
2	210696665	210776119	maize2
2	210897100	211249320	maize2
2	211365247	211797712	maize2
2	211852868	212319115	maize2
2	212551780	213343231	maize2
2	213393425	215374416	maize2
2	215445000	216100731	maize2
2	216127742	216442999	maize2
2	217434818	217777105	maize2
2	218207016	219459088	maize2
2	219598082	220203442	maize2
2	220439900	221070781	maize2
2	221312737	221685001	maize2
2	221879767	221922516	maize2
2	222100941	222725855	maize2
2	222818084	223926628	maize2
2	224108070	225140236	maize2
2	225207371	225531069	maize2
2	225870114	226984727	maize2
2	227259819	227404184	maize2
2	228883647	229754466	maize2
2	230565001	230780663	maize2
2	231171314	231392330	maize2
2	231618336	232847109	maize2
2	233393208	233702112	maize2
2	234006464	235124549	maize2
2	235972230	236062623	maize2
2	236537984	237098701	maize2
2	239011103	239384899	maize2
2	239555702	239999184	maize2
2	240283785	240569735	maize2
2	240624774	241692147	maize2
2	241879683	242052875	maize2
2	242247630	242408695	maize2
2	242698065	243431343	maize2
2	243855294	244412549	maize2
3	376358	2053649	maize1
3	2185629	3097643	maize1
3	3145278	3619434	maize1
3	3910399	4609773	maize1
3	4733303	6842435	maize1
3	7086610	7482797	maize1
3	7735746	7994430	maize1
3	8101365	8463157	maize1
3	8537706	8850470	maize1
3	9084413	9474290	maize1
3	9745817	11574229	maize1
3	11577590	11922322	maize1
3	12159065	13035793	maize1
3	13176656	23312651	maize1
3	24237791	24828873	maize1
3	25357941	26343497	maize1
3	27066180	28236316	maize1
3	28711131	30172018	maize1
3	30518924	31633372	maize1
3	31703004	32570181	maize1
3	32675996	35519911	maize1
3	35692155	37412590	maize1
3	37580844	37816000	maize1
3	38197511	40548116	maize1
3	40804332	42358591	maize1
3	43450224	45763784	maize1
3	47292422	49420159	maize1
3	51559677	53777379	maize1
3	53996823	55752181	maize1
3	56241084	58484563	maize1
3	58880578	62094528	maize1
3	63579713	66964217	maize1
3	67151986	68294739	maize1
3	77272559	82416424	maize1
3	144358546	144978133	maize1
3	145312996	146545834	maize1
3	146670226	147731588	maize1
3	147851174	149372614	maize1
3	150286897	153854407	maize1
3	154271332	161628849	maize1
3	161696474	164475068	maize1
3	166416353	166839197	maize1
3	167041933	168523331	maize1
3	168650952	169439430	maize1
3	169641694	169713885	maize1
3	170810201	171056238	maize1
3	171425214	173685114	maize1
3	174032797	176152680	maize1
3	176264469	177683014	maize1
3	177927995	179875974	maize1
3	180093344	188384092	maize1
3	188448244	188973339	maize1
3	189137112	195679438	maize1
3	195749624	196693062	maize1
3	196853633	197238680	maize1
3	197338384	199047486	maize1
3	199107892	199387905	maize1
3	199979230	200809749	maize1
3	201449097	201621099	maize1
3	201675167	201991001	maize1
3	202188359	202743468	maize1
3	203070508	203314005	maize1
3	203425501	203959855	maize1
3	204179837	205754068	maize1
3	205985322	206544533	maize1
3	206836843	210519367	maize1
3	210672584	211616264	maize1
3	211973212	213249684	maize1
3	213346172	213464233	maize1
3	213665034	215434496	maize1
3	215622306	216972577	maize1
3	217221008	219881577	maize1
3	220030096	220335813	maize1
3	220751318	221301716	maize1
3	221550118	222119893	maize1
3	222412389	223873824	maize1
3	224506619	225451650	maize1
3	225734113	227754737	maize1
3	227914874	228213935	maize1
3	228253782	229148265	maize1
3	229670251	230332593	maize1
3	230428030	231409465	maize1
3	88849686	89809703	maize2
3	100565852	102052661	maize2
3	103868103	108510659	maize2
3	109768461	112366449	maize2
3	112431438	120177617	maize2
3	121298287	124230043	maize2
3	124673464	127815870	maize2
3	129065042	130790259	maize2
3	132868880	134770794	maize2
3	134926199	136203962	maize2
3	137104284	138087163	maize2
3	139054161	139775464	maize2
3	139915558	142277180	maize2
3	143145357	143910664	maize2
3	233470951	233813372	maize2
3	233928554	235589100	maize2
4	220062	3090600	maize1
4	3347902	3440984	maize1
4	3576488	4786054	maize1
4	4936318	5272719	maize1
4	5526451	6139218	maize1
4	6155370	6571136	maize1
4	6910966	8239976	maize1
4	8446147	10603315	maize1
4	10722278	11098601	maize1
4	11330662	11655871	maize1
4	11691881	12799895	maize1
4	13683028	13892682	maize1
4	14051070	14945717	maize1
4	15079742	15754867	maize1
4	15843740	16174409	maize1
4	16817498	17175725	maize1
4	18478458	20524918	maize1
4	20796353	22023012	maize1
4	22922848	25176488	maize1
4	186985029	187165219	maize1
4	187328630	189488870	maize1
4	189738406	190168459	maize1
4	190301720	193425099	maize1
4	193980989	194778328	maize1
4	195249106	196294664	maize1
4	196494426	197048211	maize1
4	200557467	200747096	maize1
4	204478729	205738686	maize1
4	205895713	206763460	maize1
4	208792468	209197243	maize1
4	209379141	211233995	maize1
4	211831388	212048751	maize1
4	213559194	214710135	maize1
4	216214785	219205930	maize1
4	25530754	26393954	maize2
4	27571875	28130589	maize2
4	28429771	29283125	maize2
4	29548297	30716193	maize2
4	31019760	31378981	maize2
4	31732335	34939233	maize2
4	35023320	36911439	maize2
4	37195352	40666843	maize2
4	40983870	41762428	maize2
4	42292290	43385594	maize2
4	43594073	49845912	maize2
4	50011140	51280900	maize2
4	51437044	53774332	maize2
4	54198149	56197028	maize2
4	57683950	60287025	maize2
4	62584041	66517952	maize2
4	69982091	71328456	maize2
4	72041342	74669676	maize2
4	75567343	78792396	maize2
4	79804985	80730208	maize2
4	81159677	86687023	maize2
4	99564969	102475941	maize2
4	107948581	110787189	maize2
4	112869324	120126980	maize2
4	120548074	133317401	maize2
4	133589953	134318202	maize2
4	134811657	137284467	maize2
4	138224292	140076294	maize2
4	140677893	142626955	maize2
4	143185533	147448710	maize2
4	147847038	148733086	maize2
4	148970275	157088730	maize2
4	157334121	158380078	maize2
4	158522478	160649521	maize2
4	160963392	161766483	maize2
4	162016841	162306218	maize2
4	162309722	162895513	maize2
4	162924831	164090567	maize2
4	164541204	165577828	maize2
4	165883431	165937945	maize2
4	166709381	166839824	maize2
4	167036389	167230401	maize2
4	168535055	170384387	maize2
4	171070028	172179134	maize2
4	172403232	172708092	maize2
4	172768977	175175084	maize2
4	175534739	176048398	maize2
4	176257382	176839302	maize2
4	176866065	178364585	maize2
4	178937918	179834780	maize2
4	180078913	181043010	maize2
4	181354229	184731241	maize2
4	184795486	185958875	maize2
4	197659718	198625395	maize2
4	199184920	199481233	maize2
4	199503893	199665146	maize2
4	199894622	200054153	maize2
4	201189931	201409971	maize2
4	201419188	202307801	maize2
4	202393548	203408227	maize2
4	203547061	204328148	maize2
4	219205930	221578221	maize2
4	225637196	226351856	maize2
4	228366824	229327065	maize2
4	230473848	231906115	maize2
4	232182152	232669979	maize2
4	233019535	233854151	maize2
4	233911207	234332132	maize2
4	234543411	235826108	maize2
4	236309096	236577171	maize2
4	237006122	238377148	maize2
4	238382142	239922900	maize2
4	240024939	240456450	maize2
4	240500452	241017628	maize2
4	241322022	241457825	maize2
4	241610200	242563446	maize2
4	242871205	243042762	maize2
4	243263176	243628654	maize2
4	243656531	243880519	maize2
4	243894205	244692145	maize2
4	244812184	244890930	maize2
4	245033934	245523752	maize2
4	245629629	245956890	maize2
4	245970137	246377722	maize2
5	42444156	43072378	maize1
5	43733698	44701481	maize1
5	48278316	50468346	maize1
5	51276760	51643885	maize1
5	52960675	53599524	maize1
5	54409339	55729926	maize1
5	57152592	58827188	maize1
5	59686155	61119432	maize1
5	61238778	64099939	maize1
5	64433793	65191817	maize1
5	65300208	66773844	maize1
5	66808419	67363297	maize1
5	67950821	68359997	maize1
5	68745887	69325554	maize1
5	69420985	70445767	maize1
5	71063514	74349714	maize1
5	74828266	76964474	maize1
5	77126570	79394504	maize1
5	79555172	80238992	maize1
5	81363660	82369283	maize1
5	82441325	84121256	maize1
