1	0	1000000	64	573562	1000000	0.5735620
1	1000000	2000000	55	539490	1000000	0.5394900
1	2000000	3000000	58	548966	1000000	0.5489660
1	3000000	4000000	48	477528	1000000	0.4775280
1	4000000	5000000	57	520891	1000000	0.5208910
1	5000000	6000000	59	582024	1000000	0.5820240
1	6000000	7000000	58	551939	1000000	0.5519390
1	7000000	8000000	49	524055	1000000	0.5240550
1	8000000	9000000	62	578931	1000000	0.5789310
1	9000000	10000000	65	540737	1000000	0.5407370
1	10000000	11000000	53	516284	1000000	0.5162840
1	11000000	12000000	59	559889	1000000	0.5598890
1	12000000	13000000	56	531869	1000000	0.5318690
1	13000000	14000000	69	626033	1000000	0.6260330
1	14000000	15000000	57	552357	1000000	0.5523570
1	15000000	16000000	63	621034	1000000	0.6210340
1	16000000	17000000	68	643859	1000000	0.6438590
1	17000000	18000000	64	555922	1000000	0.5559220
1	18000000	19000000	62	605888	1000000	0.6058880
1	19000000	20000000	56	561413	1000000	0.5614130
1	20000000	21000000	72	712212	1000000	0.7122120
1	21000000	22000000	68	678112	1000000	0.6781120
1	22000000	23000000	69	742480	1000000	0.7424800
1	23000000	24000000	54	614962	1000000	0.6149620
1	24000000	25000000	70	671171	1000000	0.6711710
1	25000000	26000000	54	559644	1000000	0.5596440
1	26000000	27000000	63	649079	1000000	0.6490790
1	27000000	28000000	65	621061	1000000	0.6210610
1	28000000	29000000	61	571903	1000000	0.5719030
1	29000000	30000000	68	682888	1000000	0.6828880
1	30000000	31000000	66	652489	1000000	0.6524890
1	31000000	32000000	63	608884	1000000	0.6088840
1	32000000	33000000	66	616842	1000000	0.6168420
1	33000000	34000000	69	651234	1000000	0.6512340
1	34000000	35000000	66	633939	1000000	0.6339390
1	35000000	36000000	73	688757	1000000	0.6887570
1	36000000	37000000	72	680954	1000000	0.6809540
1	37000000	38000000	65	690882	1000000	0.6908820
1	38000000	39000000	64	573984	1000000	0.5739840
1	39000000	40000000	67	703749	1000000	0.7037490
1	40000000	41000000	57	491271	1000000	0.4912710
1	41000000	42000000	63	579631	1000000	0.5796310
1	42000000	43000000	65	653268	1000000	0.6532680
1	43000000	44000000	59	536318	1000000	0.5363180
1	44000000	45000000	68	713390	1000000	0.7133900
1	45000000	46000000	62	654905	1000000	0.6549050
1	46000000	47000000	73	656599	1000000	0.6565990
1	47000000	48000000	74	721468	1000000	0.7214680
1	48000000	49000000	58	607328	1000000	0.6073280
1	49000000	50000000	62	595869	1000000	0.5958690
1	50000000	51000000	66	697081	1000000	0.6970810
1	51000000	52000000	66	633571	1000000	0.6335710
1	52000000	53000000	72	700907	1000000	0.7009070
1	53000000	54000000	65	636233	1000000	0.6362330
1	54000000	55000000	76	743691	1000000	0.7436910
1	55000000	56000000	70	766890	1000000	0.7668900
1	56000000	57000000	66	718116	1000000	0.7181160
1	57000000	58000000	62	656383	1000000	0.6563830
1	58000000	59000000	69	758004	1000000	0.7580040
1	59000000	60000000	72	714407	1000000	0.7144070
1	60000000	61000000	64	632200	1000000	0.6322000
1	61000000	62000000	67	673419	1000000	0.6734190
1	62000000	63000000	63	654807	1000000	0.6548070
1	63000000	64000000	63	650628	1000000	0.6506280
1	64000000	65000000	73	706508	1000000	0.7065080
1	65000000	66000000	59	607766	1000000	0.6077660
1	66000000	67000000	70	699371	1000000	0.6993710
1	67000000	68000000	65	661564	1000000	0.6615640
1	68000000	69000000	76	738729	1000000	0.7387290
1	69000000	70000000	62	686373	1000000	0.6863730
1	70000000	71000000	72	757576	1000000	0.7575760
1	71000000	72000000	64	693695	1000000	0.6936950
1	72000000	73000000	70	688727	1000000	0.6887270
1	73000000	74000000	70	727908	1000000	0.7279080
1	74000000	75000000	65	627225	1000000	0.6272250
1	75000000	76000000	72	766152	1000000	0.7661520
1	76000000	77000000	68	704682	1000000	0.7046820
1	77000000	78000000	67	684275	1000000	0.6842750
1	78000000	79000000	65	666540	1000000	0.6665400
1	79000000	80000000	70	741849	1000000	0.7418490
1	80000000	81000000	75	684200	1000000	0.6842000
1	81000000	82000000	74	745758	1000000	0.7457580
1	82000000	83000000	67	693919	1000000	0.6939190
1	83000000	84000000	67	790033	1000000	0.7900330
1	84000000	85000000	76	755250	1000000	0.7552500
1	85000000	86000000	75	716974	1000000	0.7169740
1	86000000	87000000	67	717593	1000000	0.7175930
1	87000000	88000000	76	694507	1000000	0.6945070
1	88000000	89000000	70	742579	1000000	0.7425790
1	89000000	90000000	70	677104	1000000	0.6771040
1	90000000	91000000	64	658576	1000000	0.6585760
1	91000000	92000000	60	691764	1000000	0.6917640
1	92000000	93000000	69	714537	1000000	0.7145370
1	93000000	94000000	66	709211	1000000	0.7092110
1	94000000	95000000	64	646061	1000000	0.6460610
1	95000000	96000000	75	729434	1000000	0.7294340
1	96000000	97000000	63	649526	1000000	0.6495260
1	97000000	98000000	73	670674	1000000	0.6706740
1	98000000	99000000	63	767216	1000000	0.7672160
1	99000000	100000000	73	750659	1000000	0.7506590
1	100000000	101000000	68	749450	1000000	0.7494500
1	101000000	102000000	74	739073	1000000	0.7390730
1	102000000	103000000	63	641391	1000000	0.6413910
1	103000000	104000000	66	697487	1000000	0.6974870
1	104000000	105000000	67	668119	1000000	0.6681190
1	105000000	106000000	63	645499	1000000	0.6454990
1	106000000	107000000	69	762074	1000000	0.7620740
1	107000000	108000000	63	648041	1000000	0.6480410
1	108000000	109000000	67	750766	1000000	0.7507660
1	109000000	110000000	63	627295	1000000	0.6272950
1	110000000	111000000	73	736607	1000000	0.7366070
1	111000000	112000000	74	754703	1000000	0.7547030
1	112000000	113000000	71	730677	1000000	0.7306770
1	113000000	114000000	67	678274	1000000	0.6782740
1	114000000	115000000	69	695187	1000000	0.6951870
1	115000000	116000000	70	737590	1000000	0.7375900
1	116000000	117000000	65	712424	1000000	0.7124240
1	117000000	118000000	66	669530	1000000	0.6695300
1	118000000	119000000	67	701854	1000000	0.7018540
1	119000000	120000000	70	780603	1000000	0.7806030
1	120000000	121000000	67	699881	1000000	0.6998810
1	121000000	122000000	72	681460	1000000	0.6814600
1	122000000	123000000	73	745094	1000000	0.7450940
